Unique Order Identifier,Order Complexity,Supplier,Unique Product Identifier,Planned Year,Planned Month,Planned Quarter,Planned Day,Planned Weekday,Delivery Delay,Delivery Status,Ordered Quantity,Arrival Year,Arrival Month,Arrival Quarter,Arrival Day,Arrival Weekday,Delivered Quantity,Delivery_Delay_Days,Status,Quantity Difference,Quantity Status
8112151-5,5,57869912,8888,2023,9,3,18,0,-3,too early,1.0,2023,9,3,15,4,1.0,-3,early,0.0,exact
8112153-1,1,82860402,424700530176100,2023,8,3,25,4,4,too late,5000.0,2023,8,3,29,1,5000.0,4,late,0.0,exact
8112154-1,9,89096955,421200076047500,2024,12,4,9,0,-357,too early,52.0,2023,12,4,18,0,52.0,-357,early,0.0,exact
8112154-2,9,89096955,421200022067801,2024,12,4,9,0,-357,too early,15.0,2023,12,4,18,0,15.0,-357,early,0.0,exact
8112154-3,9,89096955,421200022068001,2024,12,4,9,0,-357,too early,15.0,2023,12,4,18,0,15.0,-357,early,0.0,exact
8112154-4,9,89096955,421200022068002,2024,12,4,9,0,-357,too early,15.0,2023,12,4,18,0,15.0,-357,early,0.0,exact
8112154-5,9,89096955,421201203000602,2024,12,4,9,0,-357,too early,60.0,2023,12,4,18,0,60.0,-357,early,0.0,exact
8112154-6,9,89096955,421200022067803,2024,12,4,9,0,-357,too early,5.0,2023,12,4,18,0,5.0,-357,early,0.0,exact
8112154-7,9,89096955,421220076048000,2024,12,4,9,0,-357,too early,152.0,2023,12,4,18,0,152.0,-357,early,0.0,exact
8112154-8,9,89096955,421200053001901,2024,12,4,9,0,-357,too early,9.0,2023,12,4,18,0,9.0,-357,early,0.0,exact
8112154-9,9,89096955,421200022067802,2024,12,4,9,0,-357,too early,15.0,2023,12,4,18,0,15.0,-357,early,0.0,exact
8112155-1,14,89096955,425300076069103,2024,3,1,11,0,7,too late,6.0,2024,3,1,18,0,6.0,7,late,0.0,exact
8112155-2,14,89096955,425300022075001,2024,2,1,26,0,10,too late,12.0,2024,3,1,7,3,12.0,10,late,0.0,exact
8112155-3,14,89096955,425300076069101,2024,3,1,11,0,7,too late,6.0,2024,3,1,18,0,6.0,7,late,0.0,exact
8112155-4,14,89096955,425300028003901,2024,2,1,26,0,10,too late,8.0,2024,3,1,7,3,8.0,10,late,0.0,exact
8112155-5,14,89096955,425300076068802,2024,3,1,11,0,7,too late,3.0,2024,3,1,18,0,3.0,7,late,0.0,exact
8112155-6,14,89096955,425300076069000,2024,1,1,1,0,14,too late,48.0,2024,1,1,15,0,48.0,14,late,0.0,exact
8112155-7,14,89096955,425300072067502,2024,3,1,11,0,7,too late,4.0,2024,3,1,18,0,4.0,7,late,0.0,exact
8112155-8,14,89096955,425300076068900,2024,2,1,26,0,10,too late,10.0,2024,3,1,7,3,10.0,10,late,0.0,exact
8112155-9,14,89096955,425300076069102,2024,3,1,11,0,7,too late,6.0,2024,3,1,18,0,6.0,7,late,0.0,exact
8112155-10,14,89096955,425300076069300,2024,2,1,26,0,10,too late,8.0,2024,3,1,7,3,8.0,10,late,0.0,exact
8112155-11,14,89096955,425300028004001,2024,3,1,11,0,7,too late,18.0,2024,3,1,18,0,18.0,7,late,0.0,exact
8112155-12,14,89096955,425300072067501,2024,3,1,11,0,7,too late,4.0,2024,3,1,18,0,4.0,7,late,0.0,exact
8112155-13,14,89096955,425300076068801,2024,3,1,11,0,7,too late,3.0,2024,3,1,18,0,3.0,7,late,0.0,exact
8112155-14,14,89096955,425300072067400,2024,3,1,11,0,7,too late,4.0,2024,3,1,18,0,4.0,7,late,0.0,exact
8112156-1,6,89096955,422510078030300,2024,1,1,29,0,7,too late,7.0,2024,2,1,5,0,7.0,7,late,0.0,exact
8112156-2,6,89096955,421200022058601,2024,1,1,29,0,7,too late,14.0,2024,2,1,5,0,14.0,7,late,0.0,exact
8112156-3,6,89096955,421200022058701,2024,1,1,29,0,7,too late,7.0,2024,2,1,5,0,7.0,7,late,0.0,exact
8112156-4,6,89096955,422510078030400,2024,1,1,29,0,7,too late,7.0,2024,2,1,5,0,7.0,7,late,0.0,exact
8112156-5,6,89096955,421200022058702,2024,1,1,29,0,7,too late,7.0,2024,2,1,5,0,7.0,7,late,0.0,exact
8112156-6,6,89096955,421200053001311,2024,1,1,29,0,7,too late,4.0,2024,2,1,5,0,4.0,7,late,0.0,exact
8112157-1,1,49166303,420400320011400,2024,5,2,13,0,8,too late,308.6,2024,5,2,21,1,308.6,8,late,0.0,exact
8112159-1,1,16446889,422206170000900,2023,9,3,11,0,14,too late,25.0,2023,9,3,25,0,25.0,14,late,0.0,exact
8112160-1,3,29404253,426102150000500,2023,10,4,9,0,16,too late,1000.0,2023,10,4,25,2,500.0,16,late,-500.0,under delivered
8112160-2,3,29404253,426100210010200,2023,10,4,9,0,10,too late,100.0,2023,10,4,19,3,100.0,10,late,0.0,exact
8112160-3,3,29404253,426506120003000,2023,10,4,9,0,10,too late,24.0,2023,10,4,19,3,24.0,10,late,0.0,exact
8112161-1,1,90080329,424705400003400,2023,9,3,18,0,-3,too early,200.0,2023,9,3,15,4,200.0,-3,early,0.0,exact
8112162-1,1,62335423,999V,2023,9,3,11,0,7,too late,2.0,2023,9,3,18,0,2.0,7,late,0.0,exact
8112163-1,1,22740983,425300072072400,2023,12,4,4,0,3,too late,30.0,2023,12,4,7,3,30.0,3,late,0.0,exact
8112164-1,5,52391922,405020000684501,2023,11,4,23,3,-1,too early,20.0,2023,11,4,22,2,20.0,-1,early,0.0,exact
8112164-2,5,52391922,405020000684501,2023,11,4,23,3,-1,too early,20.0,2023,11,4,22,2,20.0,-1,early,0.0,exact
8112164-3,5,52391922,405020000684501,2023,11,4,23,3,-1,too early,20.0,2023,11,4,22,2,20.0,-1,early,0.0,exact
8112164-4,5,52391922,405020000684501,2023,11,4,23,3,-1,too early,20.0,2023,11,4,22,2,20.0,-1,early,0.0,exact
8112164-5,5,52391922,405020000684501,2023,11,4,23,3,-1,too early,50.0,2023,11,4,22,2,50.0,-1,early,0.0,exact
8112165-1,1,64338692,405020000069001,2023,10,4,23,0,-3,too early,1.0,2023,10,4,20,4,1.0,-3,early,0.0,exact
8112166-1,2,17368330,421700099003000,2023,10,4,9,0,10,too late,30.0,2023,10,4,19,3,30.0,10,late,0.0,exact
8112166-2,2,17368330,423405209001400,2023,10,4,9,0,10,too late,43.5,2023,10,4,19,3,43.5,10,late,0.0,exact
8112167-1,1,16787661,425908301000500,2023,10,4,9,0,11,too late,30.0,2023,10,4,20,4,30.0,11,late,0.0,exact
8112168-1,1,95947983,424108102005000,2024,3,1,18,0,1,too late,64.0,2024,3,1,19,1,64.0,1,late,0.0,exact
8112169-1,1,15279583,999KG,2023,11,4,14,1,-4,too early,4.0,2023,11,4,10,4,4.0,-4,early,0.0,exact
8112170-1,8,94774102,405020000671097,2023,10,4,9,0,3,too late,108.0,2023,10,4,12,3,108.0,3,late,0.0,exact
8112170-2,8,94774102,405020000671098,2023,10,4,9,0,3,too late,34.0,2023,10,4,12,3,34.0,3,late,0.0,exact
8112170-3,8,94774102,226400000006900,2023,10,4,9,0,3,too late,102.0,2023,10,4,12,3,102.0,3,late,0.0,exact
8112170-4,8,94774102,405020000671097,2023,11,4,6,0,2,too late,108.0,2023,11,4,8,2,108.0,2,late,0.0,exact
8112170-5,8,94774102,405020000671098,2023,11,4,6,0,2,too late,34.0,2023,11,4,8,2,34.0,2,late,0.0,exact
8112170-6,8,94774102,405020000671097,2023,12,4,4,0,3,too late,108.0,2023,12,4,7,3,108.0,3,late,0.0,exact
8112170-7,8,94774102,405020000671098,2023,12,4,4,0,3,too late,34.0,2023,12,4,7,3,34.0,3,late,0.0,exact
8112170-8,8,94774102,226400000006900,2023,12,4,4,0,3,too late,102.0,2023,12,4,7,3,102.0,3,late,0.0,exact
8112171-1,7,81746251,432300022050998,2023,10,4,2,0,45,too late,9.0,2023,11,4,16,3,9.0,45,late,0.0,exact
8112171-2,7,81746251,432300022050999,2023,10,4,2,0,45,too late,9.0,2023,11,4,16,3,9.0,45,late,0.0,exact
8112171-3,7,81746251,432300022051198,2023,10,4,2,0,45,too late,9.0,2023,11,4,16,3,9.0,45,late,0.0,exact
8112171-4,7,81746251,432300022051199,2023,10,4,2,0,45,too late,9.0,2023,11,4,16,3,9.0,45,late,0.0,exact
8112171-5,7,81746251,432300076032598,2023,10,4,2,0,52,too late,9.0,2023,11,4,23,3,9.0,52,late,0.0,exact
8112171-6,7,81746251,432300076032599,2023,10,4,2,0,52,too late,9.0,2023,11,4,23,3,9.0,52,late,0.0,exact
8112171-7,7,81746251,432300073009299,2023,10,4,2,0,52,too late,36.0,2023,11,4,23,3,36.0,52,late,0.0,exact
8112172-1,13,42986849,493405209001406,2023,12,4,4,0,-3,too early,250.0,2023,12,4,1,4,250.0,-3,early,0.0,exact
8112172-2,13,42986849,493400920300213,2023,12,4,4,0,-3,too early,310.0,2023,12,4,1,4,302.0,-3,early,-8.0,under delivered
8112172-3,13,42986849,493400095012500,2023,12,4,4,0,-3,too early,95.0,2023,12,4,1,4,95.0,-3,early,0.0,exact
8112172-4,13,42986849,423400096001401,2023,12,4,4,0,7,too late,1000.0,2023,12,4,11,0,1000.0,7,late,0.0,exact
8112172-5,13,42986849,423400092230200,2024,1,1,22,0,18,too late,96.0,2024,2,1,9,4,96.0,18,late,0.0,exact
8112172-6,13,42986849,423400092230101,2024,1,1,8,0,1,too late,36.0,2024,1,1,9,1,36.0,1,late,0.0,exact
8112172-7,13,42986849,423400092230102,2024,1,1,8,0,1,too late,36.0,2024,1,1,9,1,36.0,1,late,0.0,exact
8112172-8,13,42986849,423400092230301,2024,1,1,8,0,1,too late,96.0,2024,1,1,9,1,96.0,1,late,0.0,exact
8112172-9,13,42986849,423400092230302,2024,1,1,8,0,1,too late,96.0,2024,1,1,9,1,96.0,1,late,0.0,exact
8112172-10,13,42986849,423400920005168,2024,1,1,8,0,1,too late,912.0,2024,1,1,9,1,912.0,1,late,0.0,exact
8112172-11,13,42986849,423400920005169,2024,1,1,8,0,1,too late,912.0,2024,1,1,9,1,912.0,1,late,0.0,exact
8112172-12,13,42986849,423400092230401,2024,1,1,8,0,24,too late,1776.0,2024,2,1,1,3,700.0,24,late,-1076.0,under delivered
8112172-13,13,42986849,423400092230402,2024,1,1,8,0,18,too late,50.0,2024,1,1,26,4,50.0,18,late,0.0,exact
8112173-1,2,47187146,426300061005400,2023,12,4,4,0,4,too late,100.0,2023,12,4,8,4,100.0,4,late,0.0,exact
8112173-2,2,47187146,426300006174000,2023,12,4,4,0,4,too late,80.0,2023,12,4,8,4,80.0,4,late,0.0,exact
8112174-1,1,13692076,423608250010600,2023,11,4,27,0,-3,too early,3.0,2023,11,4,24,4,3.0,-3,early,0.0,exact
8112175-1,1,42986849,423400092234700,2023,10,4,23,0,10,too late,20.0,2023,11,4,2,3,20.0,10,late,0.0,exact
8112176-1,1,49166303,420400320011200,2023,10,4,2,0,4,too late,93.45,2023,10,4,6,4,93.45,4,late,0.0,exact
8112178-1,1,24337213,424907000002900,2024,2,1,15,3,0,on time,20.0,2024,2,1,15,3,20.0,0,on_time,0.0,exact
8112179-1,4,50115156,424907202054000,2023,11,4,13,0,2,too late,100.0,2023,11,4,15,2,100.0,2,late,0.0,exact
8112179-2,4,50115156,224900000017900,2023,11,4,13,0,2,too late,100.0,2023,11,4,15,2,100.0,2,late,0.0,exact
8112179-3,4,50115156,426507202004500,2023,11,4,13,0,2,too late,25.0,2023,11,4,15,2,25.0,2,late,0.0,exact
8112179-4,4,50115156,424907202041400,2023,11,4,13,0,2,too late,100.0,2023,11,4,15,2,100.0,2,late,0.0,exact
8112097-16,19,22740983,423800086021600,2023,9,3,11,0,1,too late,7.0,2023,9,3,12,1,7.0,1,late,0.0,exact
8112097-17,19,22740983,425300720292401,2023,9,3,11,0,1,too late,42.0,2023,9,3,12,1,42.0,1,late,0.0,exact
8112097-18,19,22740983,425300720292360,2023,9,3,11,0,1,too late,42.0,2023,9,3,12,1,42.0,1,late,0.0,exact
8112097-19,19,22740983,425300076084400,2023,9,3,11,0,1,too late,7.0,2023,9,3,12,1,7.0,1,late,0.0,exact
21131114-1,3,37179886,124100000001900,2023,10,4,2,0,-3,too early,72.0,2023,9,3,29,4,72.0,-3,early,0.0,exact
21131114-2,3,37179886,124100000002000,2023,10,4,16,0,-6,too early,100.0,2023,10,4,10,1,100.0,-6,early,0.0,exact
21131114-3,3,37179886,124100000002100,2023,10,4,16,0,-6,too early,72.0,2023,10,4,10,1,72.0,-6,early,0.0,exact
21131115-1,2,51744390,221850122124700,2023,7,3,3,0,1,too late,202.0,2023,7,3,4,1,202.0,1,late,0.0,exact
21131115-2,2,51744390,221850122124900,2023,7,3,31,0,-4,too early,101.0,2023,7,3,27,3,101.0,-4,early,0.0,exact
21131116-1,1,92605926,222500000004600,2023,10,4,20,4,-8,too early,1000.0,2023,10,4,12,3,1000.0,-8,early,0.0,exact
21131117-1,4,499316,220210000001900,2023,7,3,3,0,9,too late,10000.0,2023,7,3,12,2,50000.0,9,late,40000.0,over delivered
21131117-2,4,499316,220210000009700,2023,6,2,19,0,10,too late,5000.0,2023,6,2,29,3,5000.0,10,late,0.0,exact
21131117-3,4,499316,220210000000300,2023,7,3,10,0,2,too late,10000.0,2023,7,3,12,2,100000.0,2,late,90000.0,over delivered
21131117-4,4,499316,220210000001900,2023,10,4,9,0,2,too late,10000.0,2023,10,4,11,2,50000.0,2,late,40000.0,over delivered
21131118-1,1,73272756,225000000139800,2023,7,3,3,0,0,on time,40.0,2023,7,3,3,0,40.0,0,on_time,0.0,exact
21131119-1,1,49062170,221840000011800,2024,1,1,31,2,-1,too early,300.0,2024,1,1,30,1,300.0,-1,early,0.0,exact
21131120-1,1,12463265,221840000000300,2023,6,2,12,0,-10,too early,81.0,2023,6,2,2,4,81.0,-10,early,0.0,exact
21131121-1,1,20900170,221830000005800,2023,7,3,31,0,-3,too early,100.0,2023,7,3,28,4,100.0,-3,early,0.0,exact
21131122-1,2,22740983,225000000172900,2023,7,3,17,0,2,too late,200.0,2023,7,3,19,2,200.0,2,late,0.0,exact
21131122-2,2,22740983,225000000178100,2023,8,3,25,4,-2,too early,100.0,2023,8,3,23,2,100.0,-2,early,0.0,exact
21131123-1,1,61354708,405020000684501,2023,5,2,1,0,1,too late,1.0,2023,5,2,2,1,1.0,1,late,0.0,exact
21131124-1,2,8352521,222500000003000,2023,12,4,18,0,2,too late,1400.0,2023,12,4,20,2,1400.0,2,late,0.0,exact
21131124-2,2,8352521,222500000003000,2023,10,4,26,3,-3,too early,25.0,2023,10,4,23,0,25.0,-3,early,0.0,exact
21131125-1,1,61475281,120900000000200,2023,5,2,15,0,-13,too early,42.0,2023,5,2,2,1,42.0,-13,early,0.0,exact
21131126-1,1,499316,220210000005200,2023,5,2,8,0,1,too late,10000.0,2023,5,2,9,1,64000.0,1,late,54000.0,over delivered
21131127-1,5,79078827,225300000011800,2023,6,2,5,0,18,too late,5000.0,2023,6,2,23,4,5000.0,18,late,0.0,exact
21131127-2,5,79078827,223800000035600,2023,7,3,3,0,10,too late,536.0,2023,7,3,13,3,536.0,10,late,0.0,exact
21131127-3,5,79078827,223800000035600,2023,7,3,17,0,15,too late,525.0,2023,8,3,1,1,525.0,15,late,0.0,exact
21131127-4,5,79078827,223800000035700,2023,7,3,17,0,4,too late,965.0,2023,7,3,21,4,965.0,4,late,0.0,exact
21131127-5,5,79078827,223800000035700,2023,8,3,7,0,0,on time,557.0,2023,8,3,7,0,557.0,0,on_time,0.0,exact
21131128-1,1,8217429,222200000000200,2023,6,2,5,0,-4,too early,400.0,2023,6,2,1,3,400.0,-4,early,0.0,exact
21131129-1,1,8217429,222200000000200,2023,8,3,7,0,-5,too early,400.0,2023,8,3,2,2,400.0,-5,early,0.0,exact
21131130-1,2,11140346,222200000001800,2023,6,2,5,0,7,too late,840.0,2023,6,2,12,0,840.0,7,late,0.0,exact
21131130-2,2,11140346,222200000001900,2023,6,2,5,0,7,too late,120.0,2023,6,2,12,0,120.0,7,late,0.0,exact
21131131-1,2,11140346,222200000001800,2023,8,3,3,3,0,on time,840.0,2023,8,3,3,3,840.0,0,on_time,0.0,exact
21131131-2,2,11140346,222200000001900,2023,8,3,3,3,0,on time,120.0,2023,8,3,3,3,120.0,0,on_time,0.0,exact
21131132-1,1,499316,220210000005900,2023,6,2,5,0,4,too late,10000.0,2023,6,2,9,4,48000.0,4,late,38000.0,over delivered
21131133-1,1,20559137,223600000019300,2023,5,2,22,0,2,too late,500.0,2023,5,2,24,2,500.0,2,late,0.0,exact
21131134-1,1,96272270,226400000003300,2023,6,2,5,0,0,on time,22.0,2023,6,2,5,0,22.0,0,on_time,0.0,exact
21131135-1,1,65209445,221000000008300,2023,7,3,27,3,-9,too early,530.3,2023,7,3,18,1,530.3,-9,early,0.0,exact
21131136-1,1,93118673,225000000178000,2023,9,3,4,0,-11,too early,125.0,2023,8,3,24,3,125.0,-11,early,0.0,exact
21131137-1,5,93118673,225000000031100,2023,5,2,29,0,-3,too early,120.0,2023,5,2,26,4,120.0,-3,early,0.0,exact
21131137-2,5,93118673,222410010018000,2023,9,3,11,0,-6,too early,12.0,2023,9,3,5,1,12.0,-6,early,0.0,exact
21131137-3,5,93118673,225000000007000,2023,8,3,14,0,-26,too early,187.0,2023,7,3,19,2,187.0,-26,early,0.0,exact
21131137-4,5,93118673,222410010019000,2023,8,3,14,0,22,too late,112.0,2023,9,3,5,1,112.0,22,late,0.0,exact
21131137-5,5,93118673,225000000163500,2023,6,2,5,0,8,too late,209.0,2023,6,2,13,1,209.0,8,late,0.0,exact
21131138-1,1,65236876,221000000003200,2023,8,3,3,3,-6,too early,609.5,2023,7,3,28,4,609.5,-6,early,0.0,exact
21131139-1,1,78917800,226500000004200,2023,6,2,12,0,0,on time,5250.0,2023,6,2,12,0,5250.0,0,on_time,0.0,exact
21131140-1,8,82860402,224800000025300,2023,6,2,12,0,0,on time,100.0,2023,6,2,12,0,100.0,0,on_time,0.0,exact
21131140-2,8,82860402,224700000041200,2023,6,2,12,0,0,on time,200.0,2023,6,2,12,0,200.0,0,on_time,0.0,exact
21131140-3,8,82860402,224800000007400,2023,7,3,7,4,3,too late,400.0,2023,7,3,10,0,400.0,3,late,0.0,exact
21131140-4,8,82860402,224800000007300,2023,7,3,14,4,-1,too early,100.0,2023,7,3,13,3,100.0,-1,early,0.0,exact
21131140-5,8,82860402,224800000025600,2023,9,3,22,4,0,on time,100.0,2023,9,3,22,4,100.0,0,on_time,0.0,exact
21131140-6,8,82860402,224700000004200,2023,6,2,12,0,0,on time,300.0,2023,6,2,12,0,300.0,0,on_time,0.0,exact
21131140-7,8,82860402,224800000001100,2023,7,3,20,3,-1,too early,52.54,2023,7,3,19,2,52.54,-1,early,0.0,exact
21131140-8,8,82860402,224700000004500,2023,10,4,27,4,5,too late,75.0,2023,11,4,1,2,75.0,5,late,0.0,exact
21131141-1,1,63977142,721200000000400,2023,5,2,15,0,-4,too early,30.0,2023,5,2,11,3,30.0,-4,early,0.0,exact
21131142-1,4,82860402,224800000007600,2023,8,3,14,0,0,on time,200.0,2023,8,3,14,0,200.0,0,on_time,0.0,exact
21131142-2,4,82860402,223400000017500,2023,10,4,9,0,1,too late,4.5,2023,10,4,10,1,4.5,1,late,0.0,exact
21131142-3,4,82860402,222800000008500,2023,6,2,19,0,-7,too early,200.0,2023,6,2,12,0,200.0,-7,early,0.0,exact
21131142-4,4,82860402,222800000008500,2023,8,3,28,0,0,on time,400.0,2023,8,3,28,0,400.0,0,on_time,0.0,exact
21131143-1,4,65209445,721000000003000,2023,5,2,8,0,3,too late,24.000774,2023,5,2,11,3,24.000774,3,late,0.0,exact
21131143-2,4,65209445,121000000001200,2023,5,2,8,0,3,too late,12.0,2023,5,2,11,3,12.0,3,late,0.0,exact
21131143-3,4,65209445,721100000000100,2023,5,2,8,0,3,too late,100.0,2023,5,2,11,3,100.0,3,late,0.0,exact
21131143-4,4,65209445,721100000000400,2023,5,2,8,0,3,too late,30.109091,2023,5,2,11,3,30.109091,3,late,0.0,exact
21131144-1,1,47800775,226100000005800,2023,5,2,22,0,1,too late,2000.0,2023,5,2,23,1,2000.0,1,late,0.0,exact
21131145-1,1,23162377,226100000039200,2023,6,2,19,0,8,too late,200.0,2023,6,2,27,1,200.0,8,late,0.0,exact
21131146-1,1,46883595,226500000003100,2023,5,2,15,0,-5,too early,15.0,2023,5,2,10,2,15.0,-5,early,0.0,exact
21131147-1,1,15279583,426506210000300,2023,5,2,15,0,-3,too early,15.0,2023,5,2,12,4,15.0,-3,early,0.0,exact
21131148-1,1,67210095,220650000001600,2023,8,3,25,4,0,on time,19.87,2023,8,3,25,4,19.87,0,on_time,0.0,exact
21131149-1,6,82860402,213400000111100,2023,6,2,28,2,0,on time,6.75,2023,6,2,28,2,6.75,0,on_time,0.0,exact
21131149-2,6,82860402,223400000350300,2023,6,2,28,2,0,on time,7.35,2023,6,2,28,2,7.35,0,on_time,0.0,exact
21131149-3,6,82860402,223400000350400,2023,6,2,28,2,0,on time,4.1,2023,6,2,28,2,4.1,0,on_time,0.0,exact
21131149-4,6,82860402,213400000111100,2023,7,3,10,0,0,on time,6.5,2023,7,3,10,0,6.5,0,on_time,0.0,exact
21131149-5,6,82860402,223400000350300,2023,7,3,10,0,0,on time,7.15,2023,7,3,10,0,7.15,0,on_time,0.0,exact
21131149-6,6,82860402,223400000350400,2023,7,3,10,0,0,on time,3.95,2023,7,3,10,0,3.95,0,on_time,0.0,exact
21131150-1,6,41316462,222900000001500,2023,6,2,26,0,-3,too early,50.0,2023,6,2,23,4,50.0,-3,early,0.0,exact
21131150-2,6,41316462,222900000001800,2023,7,3,20,3,-1,too early,100.0,2023,7,3,19,2,100.0,-1,early,0.0,exact
21131150-3,6,41316462,222900000012600,2023,9,3,12,1,-5,too early,100.0,2023,9,3,7,3,100.0,-5,early,0.0,exact
21131150-4,6,41316462,222900000015800,2023,7,3,18,1,0,on time,100.0,2023,7,3,18,1,100.0,0,on_time,0.0,exact
21131150-5,6,41316462,222900000027300,2023,6,2,26,0,-20,too early,100.0,2023,6,2,6,1,100.0,-20,early,0.0,exact
21131150-6,6,41316462,222900000001500,2023,6,2,26,0,-3,too early,150.0,2023,6,2,23,4,150.0,-3,early,0.0,exact
21131151-1,1,99356154,405020000681501,2023,5,2,8,0,-4,too early,1.0,2023,5,2,4,3,1.0,-4,early,0.0,exact
21131152-1,5,41316462,224800000025400,2023,6,2,13,1,-1,too early,100.0,2023,6,2,12,0,100.0,-1,early,0.0,exact
21131152-2,5,41316462,224800000057000,2023,8,3,4,4,-2,too early,100.0,2023,8,3,2,2,100.0,-2,early,0.0,exact
21131152-3,5,41316462,224800000028200,2023,8,3,8,1,-1,too early,400.0,2023,8,3,7,0,400.0,-1,early,0.0,exact
21131152-4,5,41316462,224700000012100,2023,7,3,3,0,0,on time,400.0,2023,7,3,3,0,400.0,0,on_time,0.0,exact
21131152-5,5,41316462,224700000056200,2023,7,3,4,1,1,too late,200.0,2023,7,3,5,2,200.0,1,late,0.0,exact
21131153-1,5,41316462,224700000012300,2023,6,2,12,0,9,too late,400.0,2023,6,2,21,2,400.0,9,late,0.0,exact
21131153-2,5,41316462,224700000013600,2023,6,2,5,0,1,too late,600.0,2023,6,2,6,1,100.0,1,late,-500.0,under delivered
21131153-3,5,41316462,224700000012000,2023,7,3,3,0,0,on time,200.0,2023,7,3,3,0,200.0,0,on_time,0.0,exact
21131153-4,5,41316462,224700000044000,2023,6,2,5,0,1,too late,100.0,2023,6,2,6,1,100.0,1,late,0.0,exact
21131153-5,5,41316462,224700000013600,2023,7,3,3,0,0,on time,600.0,2023,7,3,3,0,100.0,0,on_time,-500.0,under delivered
21131154-1,2,41316462,224700000012200,2023,6,2,5,0,1,too late,1000.0,2023,6,2,6,1,800.0,1,late,-200.0,under delivered
21131154-2,2,41316462,224700000012200,2023,7,3,3,0,1,too late,1000.0,2023,7,3,4,1,100.0,1,late,-900.0,under delivered
21131155-1,1,91052484,221820000007000,2024,2,1,2,4,-3,too early,875.0,2024,1,1,30,1,875.0,-3,early,0.0,exact
21131156-1,2,499316,220200000000000,2023,7,3,24,0,8,too late,10000.0,2023,8,3,1,1,30000.0,8,late,20000.0,over delivered
21131156-2,2,499316,220200000000100,2023,7,3,24,0,8,too late,10000.0,2023,8,3,1,1,25000.0,8,late,15000.0,over delivered
11113258-1,3,13373097,123900000020700,2023,2,1,13,0,0,on time,1.0,2023,2,1,13,0,1.0,0,on_time,0.0,exact
11113258-2,3,13373097,123900000037600,2023,10,4,12,3,0,on time,1.0,2023,10,4,12,3,1.0,0,on_time,0.0,exact
11113258-3,3,13373097,123900000020800,2023,2,1,13,0,0,on time,1.0,2023,2,1,13,0,1.0,0,on_time,0.0,exact
11113259-1,1,23132110,122500000008200,2023,2,1,13,0,1,too late,100.0,2023,2,1,14,1,100.0,1,late,0.0,exact
11113261-1,1,23132110,122500000001200,2023,2,1,27,0,0,on time,100.0,2023,2,1,27,0,100.0,0,on_time,0.0,exact
11113262-1,1,64581618,123000000000400,2023,2,1,20,0,4,too late,6.0,2023,2,1,24,4,6.0,4,late,0.0,exact
11113264-1,2,64581618,124600000003600,2023,2,1,27,0,4,too late,3.0,2023,3,1,3,4,3.0,4,late,0.0,exact
11113264-2,2,64581618,123000000038600,2023,2,1,27,0,4,too late,3.0,2023,3,1,3,4,3.0,4,late,0.0,exact
11113265-1,1,26354807,122400000070301,2023,2,1,20,0,4,too late,1.0,2023,2,1,24,4,1.0,4,late,0.0,exact
11113266-1,1,25177020,999,2023,2,1,27,0,2,too late,24.0,2023,3,1,1,2,24.0,2,late,0.0,exact
11113268-1,2,18867418,9999,2023,2,1,20,0,3,too late,440.0,2023,2,1,23,3,440.0,3,late,0.0,exact
11113268-2,2,18867418,9999,2023,2,1,20,0,3,too late,99.0,2023,2,1,23,3,99.0,3,late,0.0,exact
11113269-1,3,26354807,23104802201,2023,4,2,17,0,11,too late,50.0,2023,4,2,28,4,50.0,11,late,0.0,exact
11113269-2,3,26354807,23104802201,2023,6,2,5,0,-4,too early,50.0,2023,6,2,1,3,50.0,-4,early,0.0,exact
11113269-3,3,26354807,23104802201,2024,1,1,1,0,-17,too early,50.0,2023,12,4,15,4,50.0,-17,early,0.0,exact
11113270-1,1,15653666,420514100002600,2023,3,1,27,0,9,too late,184.68,2023,4,2,5,2,184.68,9,late,0.0,exact
11113271-1,1,26354807,124000000700100,2023,3,1,6,0,1,too late,1.0,2023,3,1,7,1,1.0,1,late,0.0,exact
11113272-1,1,33626981,SCHAL TM28292E,2023,3,1,10,4,0,on time,2.0,2023,3,1,10,4,2.0,0,on_time,0.0,exact
11113273-1,1,51101021,35001020000,2023,3,1,6,0,7,too late,50.0,2023,3,1,13,0,50.0,7,late,0.0,exact
11113276-1,3,41316462,124700000002900,2023,3,1,6,0,4,too late,1000.0,2023,3,1,10,4,1000.0,4,late,0.0,exact
11113276-2,3,41316462,124700000003300,2023,3,1,6,0,4,too late,100.0,2023,3,1,10,4,100.0,4,late,0.0,exact
11113276-3,3,41316462,124700000005300,2023,3,1,6,0,4,too late,100.0,2023,3,1,10,4,100.0,4,late,0.0,exact
11113277-1,2,97322756,126220000061900,2023,6,2,19,0,2,too late,1.0,2023,6,2,21,2,1.0,2,late,0.0,exact
11113277-2,2,97322756,126220000062200,2023,6,2,19,0,2,too late,2.0,2023,6,2,21,2,2.0,2,late,0.0,exact
11113278-1,1,26354807,122400000058500,2023,3,1,13,0,1,too late,2.0,2023,3,1,14,1,2.0,1,late,0.0,exact
11113279-1,3,57496158,999,2023,3,1,20,0,0,on time,6.0,2023,3,1,20,0,6.0,0,on_time,0.0,exact
